Id,avg_out_hitting_time,rw_out_closeness,out_truncated_runs,out_stuck_runs,out_total_runs,out_truncation_rate,avg_in_hitting_time,rw_in_closeness,in_truncated_runs,in_stuck_runs,in_total_runs,in_truncation_rate
720575940603932448,34050.3925,2.9368237091540134e-05,105,0,400,0.2625,6376.5975,0.00015682344698720596,0,0,400,0.0
720575940603943456,46947.8675,2.13002219962387e-05,139,0,400,0.3475,93369.245,1.0710164787130924e-05,351,0,400,0.8775
720575940603964774,48092.1125,2.0793430523560384e-05,141,0,400,0.3525,14517.99,6.888005846539362e-05,0,0,400,0.0
720575940604019424,24028.43,4.1617367426835625e-05,64,0,400,0.16,239.96,0.004167361226871145,0,0,400,0.0
720575940604064958,18671.535,5.35574605944289e-05,48,0,400,0.12,2418.3325,0.00041350806805929294,0,0,400,0.0
720575940604065470,29892.04,3.345372212803141e-05,89,0,400,0.2225,30616.99,3.266160390031809e-05,12,0,400,0.03
720575940604067761,39101.185,2.5574672481153706e-05,116,0,400,0.29,8331.295,0.00012002935918125573,0,0,400,0.0
720575940604074174,38904.9775,2.5703651929884806e-05,120,0,400,0.3,5078.9625,0.00019689060511866353,0,0,400,0.0
720575940604110513,29749.33,3.361420240388607e-05,87,0,400,0.2175,6572.62,0.00015214632825266027,0,0,400,0.0
720575940604125105,40815.2675,2.450063569961902e-05,127,0,400,0.3175,28958.875,3.45317281835016e-05,19,0,400,0.0475
720575940604278705,19925.545,5.018683303267239e-05,53,0,400,0.1325,81187.7525,1.2317128744264721e-05,257,0,400,0.6425
720575940604349630,30224.6275,3.308560213024958e-05,79,0,400,0.1975,7253.2,0.0001378701814371588,0,0,400,0.0
720575940604444081,22521.015,4.440297206853244e-05,44,0,400,0.11,7924.0275,0.0001261984514819011,0,0,400,0.0
720575940604451505,19144.625,5.223398212291962e-05,44,0,400,0.11,313.3825,0.0031909886480578848,0,0,400,0.0
720575940604481760,29377.005,3.404022976474286e-05,68,0,400,0.17,480.9175,0.0020793587257689726,0,0,400,0.0
720575940604498208,20867.2775,4.792191985753772e-05,41,0,400,0.1025,99577.9175,1.0042387158779455e-05,397,0,400,0.9925
720575940604518432,26212.8625,3.8149210144447217e-05,76,0,400,0.19,88737.535,1.126918839924954e-05,307,0,400,0.7675
720575940604518944,28006.895,3.570549323657621e-05,52,0,400,0.13,99890.275,1.0010984552800562e-05,399,0,400,0.9975
720575940604561766,44456.4575,2.249392003400181e-05,124,0,400,0.31,97527.275,1.0253541893793301e-05,383,0,400,0.9575
720575940604612832,50236.85,1.9905706667515977e-05,143,0,400,0.3575,292.3375,0.0034207038098088686,0,0,400,0.0
720575940604667825,33950.4325,2.9454705768475847e-05,92,0,400,0.23,99477.6275,1.0052511555927487e-05,397,0,400,0.9925
720575940604709920,41751.2575,2.39513743987232e-05,135,0,400,0.3375,697.6225,0.001433440005160384,0,0,400,0.0
720575940604798910,35621.915,2.8072606427812766e-05,101,0,400,0.2525,25636.6475,3.900666028972782e-05,16,0,400,0.04
720575940604833982,38436.6275,2.601685072396115e-05,128,0,400,0.32,38090.0575,2.6253570239425338e-05,43,0,400,0.1075
720575940604842924,33446.495,2.9898499080396914e-05,89,0,400,0.2225,5907.8325,0.00016926681655243271,0,0,400,0.0
720575940604868286,33316.4125,3.0015236484420404e-05,103,0,400,0.2575,3581.225,0.0002792340609707572,0,0,400,0.0
720575940604967270,28410.6875,3.519802187117084e-05,72,0,400,0.18,85501.1725,1.1695746043716536e-05,283,0,400,0.7075
720575940604969161,32695.945,3.058483246164012e-05,101,0,400,0.2525,94683.6825,1.0561481911099096e-05,360,0,400,0.9
720575940605104049,50556.995,1.9779656603403743e-05,145,0,400,0.3625,53656.8875,1.8636936404483023e-05,94,0,400,0.235
720575940605124482,35543.825,2.8134282115107197e-05,98,0,400,0.245,26641.105,3.7535980583387965e-05,7,0,400,0.0175
720575940605361841,28950.9175,3.454121963492176e-05,77,0,400,0.1925,3811.6425,0.00026235409013305945,0,0,400,0.0
720575940605379506,34375.18,2.9090756761128234e-05,92,0,400,0.23,122.8925,0.008137193075248694,0,0,400,0.0
720575940605380274,30525.8175,3.275915542638621e-05,83,0,400,0.2075,61324.805,1.6306615243211943e-05,142,0,400,0.355
720575940605384882,24902.5525,4.015652612317552e-05,57,0,400,0.1425,22667.0425,4.4116915561436835e-05,3,0,400,0.0075
720575940605480806,33089.51,3.0221057972753298e-05,79,0,400,0.1975,937.245,0.0010669568789377377,0,0,400,0.0
720575940605554354,29938.805,3.340146675860977e-05,95,0,400,0.2375,7609.21,0.0001314196874576993,0,0,400,0.0
720575940605583136,21579.2,4.6340920886779863e-05,59,0,400,0.1475,819.5875,0.0012201259780072293,0,0,400,0.0
720575940605591730,26041.415,3.840037110118632e-05,68,0,400,0.17,98219.575,1.0181269874156959e-05,387,0,400,0.9675
720575940605754033,34221.875,2.922107570084924e-05,84,0,400,0.21,4752.8725,0.0002103990797144253,0,0,400,0.0
720575940605756081,27744.8125,3.6042773761761774e-05,83,0,400,0.2075,2961.175,0.00033770378312663045,0,0,400,0.0
720575940605890434,41793.92,2.392692525611381e-05,125,0,400,0.3125,98653.915,1.013644516793885e-05,387,0,400,0.9675
720575940606102729,25477.8025,3.924985288664515e-05,65,0,400,0.1625,13184.4625,7.584685382509905e-05,0,0,400,0.0
720575940606198473,41362.4375,2.417652489653203e-05,117,0,400,0.2925,4467.825,0.00022382255347960138,0,0,400,0.0
720575940606436384,32470.33,3.0797346377446734e-05,103,0,400,0.2575,400.8275,0.002494838802227891,0,0,400,0.0
720575940606483657,41814.465,2.3915169068885615e-05,124,0,400,0.31,94045.495,1.0633151540113645e-05,357,0,400,0.8925
720575940606591836,25219.9725,3.9651113814656224e-05,44,0,400,0.11,7973.4,0.00012541701156344848,0,0,400,0.0
720575940606597724,39633.245,2.523134303032719e-05,123,0,400,0.3075,83205.2575,1.2018471308739114e-05,278,0,400,0.695
720575940606615561,44404.4925,2.2520243869468837e-05,137,0,400,0.3425,35527.0125,2.8147596142512687e-05,34,0,400,0.085
720575940606646962,38357.15,2.607075864604122e-05,112,0,400,0.28,9773.2075,0.00010232055341094517,0,0,400,0.0
720575940606681099,38006.39,2.6311365009936487e-05,118,0,400,0.295,10070.995,9.929505475874031e-05,0,0,400,0.0
720575940606683228,16079.34,6.219160736696904e-05,34,0,400,0.085,5935.65,0.00016847354544152705,0,0,400,0.0
720575940606697858,31146.01,3.210684129363601e-05,84,0,400,0.21,97847.0225,1.022003505523124e-05,381,0,400,0.9525
720575940606723081,23202.825,4.309820032689985e-05,52,0,400,0.13,5810.5975,0.00017209934090254918,0,0,400,0.0
720575940606731529,27276.9275,3.6661020563991306e-05,62,0,400,0.155,1132.2925,0.0008831640234303415,0,0,400,0.0
720575940606734182,16839.3975,5.938454745782918e-05,42,0,400,0.105,987.02,0.0010131506960345282,0,0,400,0.0
720575940606734258,35028.97,2.8547799150246208e-05,105,0,400,0.2625,99442.515,1.0056061031843372e-05,395,0,400,0.9875
720575940606933634,25341.4075,3.946110728064335e-05,59,0,400,0.1475,11884.6325,8.414227364624022e-05,0,0,400,0.0
720575940606951893,27982.6825,3.573638803213381e-05,82,0,400,0.205,88054.5375,1.1356598176442638e-05,313,0,400,0.7825
720575940606958859,52662.0075,1.898902163955675e-05,186,0,400,0.465,56682.1425,1.7642240675711933e-05,123,0,400,0.3075
720575940607001045,22419.355,4.4604316225868226e-05,39,0,400,0.0975,83982.345,1.1907264556616036e-05,279,0,400,0.6975
720575940607040981,36399.91,2.7472595399274335e-05,96,0,400,0.24,85745.5625,1.1662411101449128e-05,285,0,400,0.7125
720575940607246549,32507.985,3.076167286283662e-05,95,0,400,0.2375,19088.9075,5.2386444850235664e-05,1,0,400,0.0025
720575940607250697,34121.8725,2.9306715216171095e-05,96,0,400,0.24,100000.0,1e-05,400,0,400,1.0
720575940607263068,35299.905,2.832868813669612e-05,94,0,400,0.235,94969.85,1.0529657570270986e-05,349,0,400,0.8725
720575940607285001,30011.82,3.332020517249537e-05,67,0,400,0.1675,94733.6575,1.0555910395415694e-05,355,0,400,0.8875
720575940607287305,30989.23,3.2269275486999836e-05,80,0,400,0.2,73032.5025,1.3692533677043313e-05,203,0,400,0.5075
720575940607290633,38264.0725,2.613417586431763e-05,115,0,400,0.2875,97404.48,1.0266468236368594e-05,377,0,400,0.9425
720575940607309577,41166.9025,2.4291358816709616e-05,121,0,400,0.3025,6627.7275,0.00015088127868866064,0,0,400,0.0
720575940607330825,31660.9475,3.158465172275719e-05,90,0,400,0.225,96365.3425,1.0377174760728942e-05,374,0,400,0.935
720575940607339971,26237.9525,3.8112730023426946e-05,52,0,400,0.13,23880.215,4.187566987985661e-05,5,0,400,0.0125
720575940607343829,27706.33,3.609283510302519e-05,82,0,400,0.205,3256.085,0.0003071172896284956,0,0,400,0.0
720575940607527381,42627.5875,2.3458986507270673e-05,134,0,400,0.335,10158.2525,9.844212870274686e-05,0,0,400,0.0
720575940607613707,34196.2975,2.9242931928522378e-05,103,0,400,0.2575,16992.78,5.8848522725534024e-05,1,0,400,0.0025
720575940607837707,18467.56,5.414900506618091e-05,54,0,400,0.135,1275.1525,0.0007842199266362259,0,0,400,0.0
720575940607848649,39175.8375,2.5525938022384333e-05,120,0,400,0.3,2215.3775,0.00045139033866688634,0,0,400,0.0
720575940607862217,23879.5775,4.187678781167716e-05,54,0,400,0.135,4949.9175,0.0002020235690796867,0,0,400,0.0
720575940607864841,36700.3075,2.7247728101460727e-05,113,0,400,0.2825,8708.84,0.00011482585510814298,0,0,400,0.0
720575940607938517,22414.355,4.46142661700504e-05,51,0,400,0.1275,67142.155,1.4893772772113139e-05,178,0,400,0.445
720575940608014549,35806.87,2.79276016027092e-05,105,0,400,0.2625,3066.905,0.0003260616158635497,0,0,400,0.0
720575940608047299,28196.0425,3.5465970091370095e-05,81,0,400,0.2025,92602.8,1.0798809539236394e-05,349,0,400,0.8725
720575940608064707,48298.9775,2.0704372054253115e-05,146,0,400,0.365,100000.0,1e-05,400,0,400,1.0
720575940608068035,35930.7675,2.7831300848221513e-05,105,0,400,0.2625,99234.57,1.0077133402200462e-05,394,0,400,0.985
720575940608140380,30646.8775,3.262975159541131e-05,75,0,400,0.1875,3854.815,0.00025941582151153814,0,0,400,0.0
720575940608147413,26529.3,3.7694172104051e-05,57,0,400,0.1425,99096.4425,1.0091179610206491e-05,389,0,400,0.9725
720575940608179268,26891.7475,3.718612931346317e-05,65,0,400,0.1625,4483.0475,0.00022306254841154372,0,0,400,0.0
720575940608185986,41880.2,2.38776319119775e-05,120,0,400,0.3,726.9225,0.0013756624674569847,0,0,400,0.0
720575940608207317,29094.9875,3.43701814616693e-05,70,0,400,0.175,15800.78,6.328801489546718e-05,1,0,400,0.0025
720575940608208835,33419.555,2.9922600704886704e-05,74,0,400,0.185,268.625,0.0037226617031177293,0,0,400,0.0
720575940608242756,28281.34,3.535900349841981e-05,64,0,400,0.16,13793.76,7.249654916425978e-05,0,0,400,0.0
720575940608278620,23058.5775,4.336780965781606e-05,69,0,400,0.1725,289.0325,0.0034598185325179693,0,0,400,0.0
720575940608279747,32175.285,3.1079755781495024e-05,92,0,400,0.23,5650.435,0.00017697752473924572,0,0,400,0.0
720575940608312924,28342.895,3.5282210938579136e-05,95,0,400,0.2375,12197.73,8.19824672295583e-05,0,0,400,0.0
720575940608328387,36579.5575,2.733767350794224e-05,88,0,400,0.22,1205.8925,0.0008292613147523515,0,0,400,0.0
720575940608352451,26282.5675,3.8048033168753394e-05,80,0,400,0.2,46394.24,2.1554399856533915e-05,61,0,400,0.1525
720575940608370866,40697.7525,2.4571381429478198e-05,121,0,400,0.3025,884.2075,0.0011309562517847903,0,0,400,0.0
720575940608413705,42432.43,2.3566880331859382e-05,138,0,400,0.345,8840.9275,0.00011311030432044602,0,0,400,0.0
720575940608434883,18253.875,5.47828885647568e-05,31,0,400,0.0775,49281.645,2.0291530447086337e-05,73,0,400,0.1825
720575940608480836,29245.285,3.419354607075978e-05,79,0,400,0.1975,38930.565,2.568675794969839e-05,43,0,400,0.1075
720575940608548619,46194.01,2.164782836562576e-05,162,0,400,0.405,1427.3075,0.0007006198734330199,0,0,400,0.0
720575940608702475,27908.845,3.583093460155732e-05,69,0,400,0.1725,586.16,0.0017060188344479323,0,0,400,0.0
720575940608745006,48706.1525,2.0531287089449328e-05,159,0,400,0.3975,9122.605,0.00010961781201751035,0,0,400,0.0
720575940608783452,31396.8325,3.18503466870424e-05,89,0,400,0.2225,650.8675,0.0015364110206762514,0,0,400,0.0
720575940608839800,28133.985,3.5544200368344547e-05,86,0,400,0.215,1222.32,0.0008181163688723085,0,0,400,0.0
720575940608859694,20260.435,4.9357281815518765e-05,58,0,400,0.145,18218.4525,5.488940402594568e-05,1,0,400,0.0025
720575940608982392,24404.1125,4.0976700136093865e-05,63,0,400,0.1575,30209.1675,3.310253418933176e-05,15,0,400,0.0375
720575940609019512,35505.76,2.8164444304248097e-05,110,0,400,0.275,99571.6025,1.0043024064014638e-05,398,0,400,0.995
720575940609079854,23503.72,4.254645647582595e-05,69,0,400,0.1725,16019.68,6.24232194400887e-05,0,0,400,0.0
720575940609116740,31949.3575,3.1299533957764254e-05,65,0,400,0.1625,74076.8125,1.3499500940324612e-05,213,0,400,0.5325
720575940609175758,26798.375,3.7315695447951604e-05,74,0,400,0.185,100000.0,1e-05,400,0,400,1.0
720575940609214072,36295.1925,2.7551858279853456e-05,119,0,400,0.2975,5193.795,0.00019253744131218116,0,0,400,0.0
720575940609261922,56124.0375,1.781767749691921e-05,176,0,400,0.44,4327.1225,0.0002311004599476904,0,0,400,0.0
720575940609370466,22134.4425,4.517845886563441e-05,56,0,400,0.14,18094.0775,5.526670259923448e-05,0,0,400,0.0
720575940609375580,36205.73,2.7619937507129394e-05,94,0,400,0.235,54.865,0.018226556092226374,0,0,400,0.0
720575940609427246,25690.6025,3.892473911423447e-05,57,0,400,0.1425,1795.6725,0.0005568944225631345,0,0,400,0.0
720575940609439698,28236.0075,3.541577186505564e-05,63,0,400,0.1575,15796.5,6.330516253600481e-05,1,0,400,0.0025
720575940609558136,28013.655,3.5696877112251155e-05,78,0,400,0.195,9685.275,0.00010324952053503902,0,0,400,0.0
720575940609579470,26786.8475,3.733175395126284e-05,76,0,400,0.19,97723.215,1.0232983022509032e-05,383,0,400,0.9575
720575940609604875,33181.1675,3.013757728687515e-05,94,0,400,0.235,950.8025,0.0010517431327746825,0,0,400,0.0
720575940609648226,41265.285,2.423344464966133e-05,131,0,400,0.3275,84994.8275,1.1765421842876262e-05,277,0,400,0.6925
720575940609648942,17884.595,5.591404222460726e-05,45,0,400,0.1125,35928.9725,2.783269129113002e-05,30,0,400,0.075
720575940609663442,18916.815,5.28630216027381e-05,49,0,400,0.1225,1235.9775,0.0008090762170023322,0,0,400,0.0
720575940609716430,40357.67,2.4778437407313158e-05,115,0,400,0.2875,99436.6975,1.0056649357245599e-05,393,0,400,0.9825
720575940609774434,30588.4825,3.269204348401396e-05,78,0,400,0.195,4335.2525,0.00023066707187182294,0,0,400,0.0
720575940609777476,25371.8525,3.9413755854051254e-05,58,0,400,0.145,642.9875,0.0015552401874064426,0,0,400,0.0
720575940609843349,40152.8275,2.490484636480457e-05,108,0,400,0.27,98997.96,1.01012182473255e-05,392,0,400,0.98
720575940609913646,30309.8975,3.2992523316847245e-05,100,0,400,0.25,91637.65,1.091254522567962e-05,332,0,400,0.83
720575940610051733,21518.105,4.647249374422144e-05,62,0,400,0.155,1125.19,0.0008887387907820012,0,0,400,0.0
720575940610069550,25157.405,3.974972776405198e-05,63,0,400,0.1575,2476.7375,0.0004037569584988316,0,0,400,0.0
720575940610070626,38882.72,2.5718365381845714e-05,89,0,400,0.2225,69072.7125,1.44774971737211e-05,189,0,400,0.4725
720575940610095322,31699.4925,3.154624636340787e-05,78,0,400,0.195,52215.9525,1.9151235439016458e-05,89,0,400,0.2225
720575940610137969,21455.6075,4.660786230359593e-05,57,0,400,0.1425,4449.5625,0.00022474119646594468,0,0,400,0.0
720575940610147790,29851.6575,3.3498977401841086e-05,88,0,400,0.22,18228.125,5.486027773015601e-05,2,0,400,0.005
720575940610151130,39473.8375,2.5333234955937586e-05,121,0,400,0.3025,35722.4275,2.7993618294837327e-05,22,0,400,0.055
720575940610160789,37165.1125,2.6906954741493112e-05,119,0,400,0.2975,5515.2025,0.00018131700513263112,0,0,400,0.0
720575940610161813,39156.5225,2.553852937272456e-05,103,0,400,0.2575,12102.4325,8.262801713622447e-05,1,0,400,0.0025
720575940610165205,40974.425,2.4405467556896768e-05,118,0,400,0.295,82663.145,1.2097289547839003e-05,268,0,400,0.67
720575940610177203,26104.6575,3.8307340366369486e-05,51,0,400,0.1275,94508.4825,1.0581060805838249e-05,354,0,400,0.885
720575940610178417,30533.115,3.275132589648976e-05,74,0,400,0.185,74261.885,1.3465858023937854e-05,214,0,400,0.535
720575940610219715,28916.92,3.4581829600109556e-05,75,0,400,0.1875,815.61,0.0012260761883743456,0,0,400,0.0
720575940610237394,35233.8775,2.8381775465956024e-05,111,0,400,0.2775,51370.17,1.9466550334561867e-05,85,0,400,0.2125
720575940610268366,17672.13,5.658627454641857e-05,34,0,400,0.085,6602.1375,0.00015146609715414137,0,0,400,0.0
720575940610306146,48208.2175,2.0743351483593022e-05,148,0,400,0.37,68943.4925,1.45046321812026e-05,175,0,400,0.4375
720575940610355186,26641.9525,3.753478653638468e-05,79,0,400,0.1975,66829.6475,1.4963418743155872e-05,174,0,400,0.435
720575940610363059,29431.16,3.3977593815534285e-05,78,0,400,0.195,100000.0,1e-05,400,0,400,1.0
720575940610409957,30573.5525,3.27080080079016e-05,78,0,400,0.195,15866.66,6.302523656522544e-05,1,0,400,0.0025
720575940610440049,34299.8,2.9154688948623603e-05,101,0,400,0.2525,5025.725,0.00019897626710574094,0,0,400,0.0
720575940610440371,18927.2325,5.283392593185507e-05,40,0,400,0.1,80174.845,1.2472740047080852e-05,246,0,400,0.615
720575940610448307,40829.3075,2.4492210650401062e-05,142,0,400,0.355,65169.2925,1.534465024305734e-05,146,0,400,0.365
720575940610453162,43804.8175,2.2828539349581814e-05,123,0,400,0.3075,100000.0,1e-05,400,0,400,1.0
720575940610477425,34594.39,2.8906420954380177e-05,102,0,400,0.255,3274.4225,0.00030539736396265293,0,0,400,0.0
720575940610505701,37746.6575,2.6492411944024448e-05,121,0,400,0.3025,94665.9525,1.0563459972580956e-05,356,0,400,0.89
720575940610545561,46068.63,2.170674491514074e-05,150,0,400,0.375,79738.56,1.2540983935501218e-05,246,0,400,0.615
720575940610603214,38195.5675,2.6181048363792475e-05,110,0,400,0.275,79820.325,1.2528137413622408e-05,263,0,400,0.6575
720575940610615269,23603.2325,4.23670783228526e-05,47,0,400,0.1175,95412.2225,1.0480837504859505e-05,360,0,400,0.9
720575940610623402,27338.0275,3.657908384209505e-05,76,0,400,0.19,16825.5175,5.9433535996738284e-05,1,0,400,0.0025
720575940610634725,40002.855,2.4998215752350674e-05,102,0,400,0.255,1178.74,0.0008483635067953917,0,0,400,0.0
720575940610636773,21320.1,4.6904095196551614e-05,44,0,400,0.11,44737.98,2.235237263729833e-05,60,0,400,0.15
720575940610642289,32061.5525,3.1190005537005734e-05,95,0,400,0.2375,8166.4475,0.00012245226581080696,0,0,400,0.0
720575940610665445,23253.07,4.300507416870117e-05,48,0,400,0.12,7621.09,0.0001312148262256449,0,0,400,0.0
720575940610670250,45338.4825,2.2056318272231544e-05,143,0,400,0.3575,1008.175,0.000991891288714757,0,0,400,0.0
720575940610682261,27746.8025,3.604018877490478e-05,88,0,400,0.22,94390.3325,1.059430530134005e-05,354,0,400,0.885
720575940610686938,34262.3375,2.9186566736726587e-05,93,0,400,0.2325,84205.995,1.187563902071343e-05,274,0,400,0.685
720575940610694067,30044.2475,3.3284241850290976e-05,71,0,400,0.1775,79377.9475,1.2597957386086356e-05,250,0,400,0.625
720575940610716786,32004.37,3.124573300458656e-05,99,0,400,0.2475,50362.6825,1.9855971730655928e-05,83,0,400,0.2075
720575940610776900,55685.46,1.795800914637322e-05,176,0,400,0.44,53361.8975,1.8739963285600928e-05,88,0,400,0.22
720575940610810482,29265.5175,3.416990661449947e-05,87,0,400,0.2175,15595.73,6.4120114928894e-05,1,0,400,0.0025
720575940610813682,48758.04,2.0509438033194114e-05,147,0,400,0.3675,7070.58,0.00014143111314771913,0,0,400,0.0
720575940610877098,27220.12,3.673753091463227e-05,63,0,400,0.1575,616.465,0.0016221521092032799,0,0,400,0.0
720575940610894450,31863.625,3.138374871032408e-05,93,0,400,0.2325,244.0425,0.0040976469262526,0,0,400,0.0
720575940610908057,44425.68,2.250950351238293e-05,118,0,400,0.295,2406.96,0.00041546182736730146,0,0,400,0.0
720575940610919778,35797.0825,2.7935237459644934e-05,95,0,400,0.2375,488.4625,0.002047240064488062,0,0,400,0.0
720575940610931058,39791.5725,2.5130949524550707e-05,102,0,400,0.255,93140.5425,1.0736463125067154e-05,347,0,400,0.8675
720575940610973413,21040.615,4.7527127890510804e-05,40,0,400,0.1,16647.42,6.006936810628915e-05,3,0,400,0.0075
720575940610974577,29598.2475,3.378578410765705e-05,75,0,400,0.1875,99446.775,1.00556302605087e-05,396,0,400,0.99
720575940610980932,42961.7775,2.3276504329924433e-05,130,0,400,0.325,376.78,0.0026540686872976275,0,0,400,0.0
720575940611006170,23517.4575,4.252160336635029e-05,55,0,400,0.1375,65471.5825,1.5273802187384123e-05,162,0,400,0.405
720575940611091780,44021.0475,2.2716406282699202e-05,124,0,400,0.31,1158.3175,0.0008633211533107286,0,0,400,0.0
720575940611102469,44969.115,2.2237484549117766e-05,133,0,400,0.3325,95356.6525,1.0486945313018408e-05,365,0,400,0.9125
720575940611117380,32838.5275,3.045203534171866e-05,93,0,400,0.2325,6523.315,0.00015329629183934856,0,0,400,0.0
720575940611181518,26316.6325,3.7998782708995915e-05,64,0,400,0.16,645.6925,0.0015487248187024008,0,0,400,0.0
720575940611185123,30643.8575,3.2632967308374935e-05,75,0,400,0.1875,72664.6725,1.3761845551564276e-05,205,0,400,0.5125
720575940611210866,41206.0025,2.426830896785001e-05,108,0,400,0.27,2970.21,0.00033667653128903344,0,0,400,0.0
720575940611211542,33924.9975,2.9476789202416302e-05,90,0,400,0.225,10774.43,9.281233438799083e-05,0,0,400,0.0
720575940611216099,39097.0575,2.557737241479106e-05,114,0,400,0.285,91955.865,1.0874782157723163e-05,333,0,400,0.8325
720575940611243690,26394.905,3.788609960899651e-05,68,0,400,0.17,5109.125,0.00019572823135076945,0,0,400,0.0
720575940611243946,35427.21,2.8226891138195754e-05,107,0,400,0.2675,28226.4475,3.5427766813376005e-05,13,0,400,0.0325
720575940611263602,59309.64,1.6860665483722376e-05,197,0,400,0.4925,15748.395,6.349853429508213e-05,3,0,400,0.0075
720575940611284659,40662.575,2.4592638316683094e-05,119,0,400,0.2975,3815.92,0.000262060001257888,0,0,400,0.0
720575940611308259,15954.27,6.267914483081958e-05,29,0,400,0.0725,10277.4925,9.729999802967503e-05,0,0,400,0.0
720575940611363954,27961.18,3.576386976515297e-05,71,0,400,0.1775,48516.8925,2.0611377779399204e-05,74,0,400,0.185
720575940611376882,30111.6475,3.320974051652272e-05,90,0,400,0.225,6345.7575,0.00015758559951274535,0,0,400,0.0
720575940611396835,36001.5875,2.7776552908951584e-05,108,0,400,0.27,14591.1425,6.853472920300792e-05,0,0,400,0.0
720575940611415449,25984.5425,3.848441818823633e-05,79,0,400,0.1975,649.445,0.001539776270507895,0,0,400,0.0
720575940611419414,38467.15,2.599620715337632e-05,107,0,400,0.2675,18720.2875,5.3417983030442245e-05,1,0,400,0.0025
720575940611425429,40031.9575,2.4980042507289336e-05,125,0,400,0.3125,74042.675,1.3505724907966924e-05,210,0,400,0.525
720575940611453041,36044.5725,2.774342794605207e-05,103,0,400,0.2575,14637.4475,6.831792223336753e-05,0,0,400,0.0
720575940611468185,30961.5975,3.2298075058950044e-05,90,0,400,0.225,56937.5025,1.7563116682190265e-05,109,0,400,0.2725
720575940611475097,25852.6325,3.8680780380876106e-05,70,0,400,0.175,14921.58,6.701703170843838e-05,0,0,400,0.0
720575940611527794,38120.3775,2.623268880272762e-05,124,0,400,0.31,38786.0075,2.578249385425917e-05,39,0,400,0.0975
720575940611550701,17700.1875,5.649657666055797e-05,39,0,400,0.0975,69888.4525,1.4308515416048167e-05,191,0,400,0.4775
720575940611568686,41640.89,2.401485655085662e-05,142,0,400,0.355,43939.89,2.2758363755576084e-05,56,0,400,0.14
720575940611606830,22553.31,4.43393896505657e-05,39,0,400,0.0975,760.42,0.001315062728492149,0,0,400,0.0
720575940611612018,26785.1875,3.733406756999554e-05,62,0,400,0.155,97095.7175,1.0299115406402966e-05,377,0,400,0.9425
720575940611679461,43553.375,2.296033315443407e-05,136,0,400,0.34,20497.5625,4.878628861358515e-05,4,0,400,0.01
720575940611718885,36156.415,2.76576093066749e-05,114,0,400,0.285,3231.32,0.0003094710520777886,0,0,400,0.0
720575940611725738,35572.3625,2.8111711725640936e-05,109,0,400,0.2725,5294.1125,0.00018888907253104272,0,0,400,0.0
720575940611726829,36298.505,2.7549343974359277e-05,114,0,400,0.285,4822.7175,0.00020735197531267382,0,0,400,0.0
720575940611758819,35646.88,2.8052946008177998e-05,94,0,400,0.235,13746.505,7.27457633776731e-05,1,0,400,0.0025
720575940611851506,27628.895,3.619399183354962e-05,71,0,400,0.1775,3509.76,0.0002849197665937272,0,0,400,0.0
720575940611904997,40936.5475,2.4428049287742206e-05,132,0,400,0.33,90737.9475,1.1020747411109338e-05,332,0,400,0.83
720575940611912362,28969.8275,3.4518672919264016e-05,85,0,400,0.2125,100000.0,1e-05,400,0,400,1.0
