Id,avg_out_hitting_time,rw_out_closeness,out_truncated_runs,out_stuck_runs,out_total_runs,out_truncation_rate,avg_in_hitting_time,rw_in_closeness,in_truncated_runs,in_stuck_runs,in_total_runs,in_truncation_rate,Label,modularity_class,classic_name,normal_in_closeness,normal_out_closeness,normal_betweenness,rw_betweenness_name,rw_betweenness
720575940604481760,29377.005,3.404022976474286e-05,68,0,400,0.17,480.9175,0.0020793587257689,0,0,400,0.0,FB.205,3,FB.205,3.173235,3.992103,0.000274,FB.205,0.003807
720575940604498208,20867.2775,4.792191985753772e-05,41,0,400,0.1025,99577.9175,1.0042387158779457e-05,397,0,400,0.9925,NO.205,0,NO.205,2.429817,1.17985,0.0,NO.205,0.000312
720575940604518432,26212.8625,3.8149210144447217e-05,76,0,400,0.19,88737.535,1.126918839924954e-05,307,0,400,0.7675,NO.71,3,NO.71,3.768272,1.992642,0.0,NO.71,0.000365
720575940604518944,28006.895,3.570549323657621e-05,52,0,400,0.13,99890.275,1.0010984552800562e-05,399,0,400,0.9975,NO.FB.128,0,NO.FB.128,2.216417,1.142417,0.0,NO.FB.128,0.000137
720575940604561766,44456.4575,2.249392003400181e-05,124,0,400,0.31,97527.275,1.02535418937933e-05,383,0,400,0.9575,NO.94,0,NO.94,2.755048,1.826842,0.0,NO.94,0.001004
720575940604612832,50236.85,1.9905706667515977e-05,143,0,400,0.3575,292.3375,0.0034207038098088,0,0,400,0.0,FB.60,2,FB.60,3.099356,4.599704,0.012302,FB.60,0.012124
720575940604667825,33950.4325,2.9454705768475847e-05,92,0,400,0.23,99477.6275,1.0052511555927489e-05,397,0,400,0.9925,NO.238,3,NO.238,2.384344,1.211974,0.0,NO.238,0.000717
720575940604709920,41751.2575,2.39513743987232e-05,135,0,400,0.3375,697.6225,0.0014334400051603,0,0,400,0.0,FB.209,0,FB.209,2.853951,4.381901,0.001877,FB.209,0.004084
720575940604798910,35621.915,2.8072606427812766e-05,101,0,400,0.2525,25636.6475,3.900666028972782e-05,16,0,400,0.04,FB.780,4,FB.780,3.45671,2.877802,0.001311,FB.780,0.002856
720575940604833982,38436.6275,2.601685072396115e-05,128,0,400,0.32,38090.0575,2.6253570239425335e-05,43,0,400,0.1075,FB.1164,3,FB.1164,2.907029,3.607204,9e-06,FB.1164,0.001025
720575940604842924,33446.495,2.989849908039691e-05,89,0,400,0.2225,5907.8325,0.0001692668165524,0,0,400,0.0,EB.150,5,EB.150,0.558641,2.385457,0.005681,EB.150,0.002149
720575940604868286,33316.4125,3.0015236484420404e-05,103,0,400,0.2575,3581.225,0.0002792340609707,0,0,400,0.0,FB.70,4,FB.70,3.379626,3.373955,0.039208,FB.70,0.027308
720575940604967270,28410.6875,3.519802187117084e-05,72,0,400,0.18,85501.1725,1.1695746043716536e-05,283,0,400,0.7075,EB.338,4,EB.338,0.434547,2.211062,1e-06,EB.338,0.00022
720575940604969161,32695.945,3.058483246164012e-05,101,0,400,0.2525,94683.6825,1.0561481911099096e-05,360,0,400,0.9,AOTU.FB.17,4,AOTU.FB.17,2.090801,2.051455,0.000446,AOTU.FB.17,0.000707
720575940605104049,50556.995,1.9779656603403743e-05,145,0,400,0.3625,53656.8875,1.8636936404483023e-05,94,0,400,0.235,FB.330,0,FB.330,3.345575,2.620636,0.000367,FB.330,0.004773
720575940605124482,35543.825,2.8134282115107197e-05,98,0,400,0.245,26641.105,3.7535980583387965e-05,7,0,400,0.0175,FB.751,1,FB.751,3.463089,3.384797,0.00107,FB.751,0.002112
720575940605361841,28950.9175,3.454121963492176e-05,77,0,400,0.1925,3811.6425,0.000262354090133,0,0,400,0.0,FB.1294,0,FB.1294,2.292169,4.030386,0.0,FB.1294,0.000463
720575940605379506,34375.18,2.9090756761128234e-05,92,0,400,0.23,122.8925,0.0081371930752486,0,0,400,0.0,FB.45,3,FB.45,3.392271,4.766977,0.015181,FB.45,0.014479
720575940605380274,30525.8175,3.275915542638621e-05,83,0,400,0.2075,61324.805,1.6306615243211943e-05,142,0,400,0.355,FB.1185,4,FB.1185,3.09733,2.874669,0.0,FB.1185,0.001293
720575940605384882,24902.5525,4.015652612317552e-05,57,0,400,0.1425,22667.0425,4.4116915561436835e-05,3,0,400,0.0075,FB.779,1,FB.779,2.713332,2.818817,4.6e-05,FB.779,0.001272
720575940605480806,33089.51,3.0221057972753298e-05,79,0,400,0.1975,937.245,0.0010669568789377,0,0,400,0.0,FB.136,0,FB.136,3.127895,4.285682,0.001671,FB.136,0.004994
720575940605554354,29938.805,3.340146675860977e-05,95,0,400,0.2375,7609.21,0.0001314196874576,0,0,400,0.0,FB.583,1,FB.583,3.271145,2.846857,0.000536,FB.583,0.002071
720575940605583136,21579.2,4.6340920886779863e-05,59,0,400,0.1475,819.5875,0.0012201259780072,0,0,400,0.0,FB.31,3,FB.31,3.19321,4.254239,0.010796,FB.31,0.012105
720575940605591730,26041.415,3.840037110118632e-05,68,0,400,0.17,98219.575,1.018126987415696e-05,387,0,400,0.9675,NO.204,4,NO.204,2.002135,1.672998,0.0,NO.204,0.000183
720575940605754033,34221.875,2.922107570084924e-05,84,0,400,0.21,4752.8725,0.0002103990797144,0,0,400,0.0,FB.322,3,FB.322,3.180022,3.158624,0.0,FB.322,0.003075
720575940605756081,27744.8125,3.6042773761761774e-05,83,0,400,0.2075,2961.175,0.0003377037831266,0,0,400,0.0,FB.521,0,FB.521,2.917771,3.762295,0.0,FB.521,0.001191
720575940605890434,41793.92,2.392692525611381e-05,125,0,400,0.3125,98653.915,1.013644516793885e-05,387,0,400,0.9675,NO.FB.112,0,NO.FB.112,2.144216,1.844949,0.0,NO.FB.112,0.000457
720575940606102729,25477.8025,3.924985288664515e-05,65,0,400,0.1625,13184.4625,7.584685382509905e-05,0,0,400,0.0,EB.135,5,EB.135,0.424287,0.90301,1e-06,EB.135,0.000696
720575940606198473,41362.4375,2.417652489653203e-05,117,0,400,0.2925,4467.825,0.0002238225534796,0,0,400,0.0,CRE.FB.24,3,CRE.FB.24,3.884477,3.423805,0.0,CRE.FB.24,0.002076
720575940606436384,32470.33,3.0797346377446734e-05,103,0,400,0.2575,400.8275,0.0024948388022278,0,0,400,0.0,FB.538,3,FB.538,3.090324,4.489377,0.000106,FB.538,0.001888
720575940606483657,41814.465,2.3915169068885615e-05,124,0,400,0.31,94045.495,1.0633151540113645e-05,357,0,400,0.8925,SLP.FB.4,4,SLP.FB.4,3.399393,2.051686,0.000472,SLP.FB.4,0.005234
720575940606591836,25219.9725,3.9651113814656224e-05,44,0,400,0.11,7973.4,0.0001254170115634,0,0,400,0.0,EB.260,4,EB.260,0.71536,3.798419,0.000714,EB.260,0.001586
720575940606597724,39633.245,2.523134303032719e-05,123,0,400,0.3075,83205.2575,1.2018471308739114e-05,278,0,400,0.695,FB.1396,3,FB.1396,2.246509,3.260952,0.0,FB.1396,0.000373
720575940606615561,44404.4925,2.2520243869468837e-05,137,0,400,0.3425,35527.0125,2.8147596142512687e-05,34,0,400,0.085,FB.1184,3,FB.1184,2.936841,3.397748,0.0,FB.1184,0.00048
720575940606646962,38357.15,2.607075864604122e-05,112,0,400,0.28,9773.2075,0.0001023205534109,0,0,400,0.0,FB.834,1,FB.834,2.807956,3.214333,0.000369,FB.834,0.001929
720575940606681099,38006.39,2.6311365009936487e-05,118,0,400,0.295,10070.995,9.929505475874032e-05,0,0,400,0.0,FB.928,1,FB.928,2.521546,2.790057,0.0,FB.928,0.00096
720575940606683228,16079.34,6.219160736696904e-05,34,0,400,0.085,5935.65,0.0001684735454415,0,0,400,0.0,FB.649,0,FB.649,3.254685,3.826391,0.000246,FB.649,0.002193
720575940606697858,31146.01,3.210684129363601e-05,84,0,400,0.21,97847.0225,1.022003505523124e-05,381,0,400,0.9525,AOTU.BU.31,4,AOTU.BU.31,1.906071,1.543865,0.0,AOTU.BU.31,0.00011
720575940606723081,23202.825,4.309820032689985e-05,52,0,400,0.13,5810.5975,0.0001720993409025,0,0,400,0.0,FB.593,1,FB.593,3.275884,3.294144,0.000578,FB.593,0.002793
720575940606731529,27276.9275,3.6661020563991306e-05,62,0,400,0.155,1132.2925,0.0008831640234303,0,0,400,0.0,FB.712,2,FB.712,3.298441,4.437709,0.002253,FB.712,0.002945
720575940606734182,16839.3975,5.938454745782918e-05,42,0,400,0.105,987.02,0.0010131506960345,0,0,400,0.0,FB.218,0,FB.218,3.242971,4.082862,1.7e-05,FB.218,0.003582
720575940606734258,35028.97,2.8547799150246208e-05,105,0,400,0.2625,99442.515,1.0056061031843372e-05,395,0,400,0.9875,NO.282,0,NO.282,2.024072,1.738984,0.0,NO.282,0.000148
720575940606933634,25341.4075,3.946110728064335e-05,59,0,400,0.1475,11884.6325,8.414227364624022e-05,0,0,400,0.0,FB.572,1,FB.572,2.806136,2.933176,0.00024,FB.572,0.002509
720575940606951893,27982.6825,3.573638803213381e-05,82,0,400,0.205,88054.5375,1.1356598176442638e-05,313,0,400,0.7825,EB.154,4,EB.154,0.774995,0.691231,0.0,EB.154,0.000244
720575940606958859,52662.0075,1.898902163955675e-05,186,0,400,0.465,56682.1425,1.7642240675711933e-05,123,0,400,0.3075,FB.SMP.49,4,FB.SMP.49,1.643292,3.087614,0.00015,FB.SMP.49,0.001515
720575940607001045,22419.355,4.4604316225868226e-05,39,0,400,0.0975,83982.345,1.1907264556616036e-05,279,0,400,0.6975,FB.SMP.8,4,FB.SMP.8,2.608985,2.327256,0.0,FB.SMP.8,0.000563
720575940607040981,36399.91,2.7472595399274335e-05,96,0,400,0.24,85745.5625,1.1662411101449128e-05,285,0,400,0.7125,EB.249,4,EB.249,1.484005,2.396781,0.0,EB.249,0.000223
720575940607246549,32507.985,3.076167286283662e-05,95,0,400,0.2375,19088.9075,5.2386444850235664e-05,1,0,400,0.0025,EB.297,4,EB.297,0.770719,3.63431,0.001282,EB.297,0.001168
720575940607250697,34121.8725,2.9306715216171095e-05,96,0,400,0.24,100000.0,1e-05,400,0,400,1.0,NO.36,1,NO.36,2.648733,0.389959,1e-06,NO.36,0.00072
720575940607263068,35299.905,2.832868813669612e-05,94,0,400,0.235,94969.85,1.0529657570270986e-05,349,0,400,0.8725,NO.FB.127,4,NO.FB.127,1.935154,1.743543,0.0,NO.FB.127,0.000128
720575940607285001,30011.82,3.332020517249537e-05,67,0,400,0.1675,94733.6575,1.0555910395415694e-05,355,0,400,0.8875,NO.FB.5,1,NO.FB.5,2.848496,1.920982,7e-06,NO.FB.5,0.001972
720575940607287305,30989.23,3.2269275486999836e-05,80,0,400,0.2,73032.5025,1.3692533677043311e-05,203,0,400,0.5075,NO.FB.48,3,NO.FB.48,3.994597,3.278372,0.0,NO.FB.48,0.000977
720575940607290633,38264.0725,2.613417586431763e-05,115,0,400,0.2875,97404.48,1.0266468236368594e-05,377,0,400,0.9425,NO.126,4,NO.126,2.043852,2.042289,0.0,NO.126,0.000669
720575940607309577,41166.9025,2.4291358816709616e-05,121,0,400,0.3025,6627.7275,0.0001508812786886,0,0,400,0.0,FB.534,0,FB.534,3.465348,3.70463,0.001109,FB.534,0.003074
720575940607330825,31660.9475,3.158465172275719e-05,90,0,400,0.225,96365.3425,1.0377174760728942e-05,374,0,400,0.935,NO.81,0,NO.81,2.254403,2.179906,0.0,NO.81,0.000851
720575940607339971,26237.9525,3.8112730023426946e-05,52,0,400,0.13,23880.215,4.187566987985661e-05,5,0,400,0.0125,FB.1341,3,FB.1341,3.094506,2.969259,0.0,FB.1341,0.000546
720575940607343829,27706.33,3.609283510302519e-05,82,0,400,0.205,3256.085,0.0003071172896284,0,0,400,0.0,FB.750,0,FB.750,3.284183,4.289883,0.000992,FB.750,0.001898
720575940607527381,42627.5875,2.3458986507270673e-05,134,0,400,0.335,10158.2525,9.844212870274686e-05,0,0,400,0.0,FB.949,2,FB.949,2.996609,3.650171,1e-06,FB.949,0.001008
720575940607613707,34196.2975,2.9242931928522374e-05,103,0,400,0.2575,16992.78,5.8848522725534024e-05,1,0,400,0.0025,FB.511,2,FB.511,3.184505,2.937965,1e-05,FB.511,0.002001
720575940607837707,18467.56,5.414900506618091e-05,54,0,400,0.135,1275.1525,0.0007842199266362,0,0,400,0.0,FB.711,2,FB.711,3.316716,4.211658,0.000873,FB.711,0.002266
720575940607848649,39175.8375,2.5525938022384333e-05,120,0,400,0.3,2215.3775,0.0004513903386668,0,0,400,0.0,FB.SMP.5,2,FB.SMP.5,2.084015,3.924613,0.0,FB.SMP.5,0.001419
720575940607862217,23879.5775,4.187678781167716e-05,54,0,400,0.135,4949.9175,0.0002020235690796,0,0,400,0.0,FB.518,2,FB.518,3.095554,3.221219,0.0,FB.518,0.003585
720575940607864841,36700.3075,2.7247728101460727e-05,113,0,400,0.2825,8708.84,0.0001148258551081,0,0,400,0.0,FB.749,1,FB.749,3.415136,3.367714,0.0,FB.749,0.002112
720575940607938517,22414.355,4.46142661700504e-05,51,0,400,0.1275,67142.155,1.489377277211314e-05,178,0,400,0.445,FB.710,4,FB.710,2.850136,2.24559,0.000334,FB.710,0.004406
720575940608014549,35806.87,2.79276016027092e-05,105,0,400,0.2625,3066.905,0.0003260616158635,0,0,400,0.0,FB.995,2,FB.995,2.032793,3.875401,0.0,FB.995,0.001297
720575940608047299,28196.0425,3.5465970091370095e-05,81,0,400,0.2025,92602.8,1.0798809539236394e-05,349,0,400,0.8725,NO.8,1,NO.8,2.766111,1.814131,7e-06,NO.8,0.001866
720575940608064707,48298.9775,2.0704372054253115e-05,146,0,400,0.365,100000.0,1e-05,400,0,400,1.0,FB.1381,0,FB.1381,1.958033,1.212469,0.0,FB.1381,0.000138
720575940608068035,35930.7675,2.7831300848221513e-05,105,0,400,0.2625,99234.57,1.0077133402200462e-05,394,0,400,0.985,NO.FB.66,0,NO.FB.66,2.673276,1.844954,0.0,NO.FB.66,0.000677
720575940608140380,30646.8775,3.262975159541131e-05,75,0,400,0.1875,3854.815,0.0002594158215115,0,0,400,0.0,FB.49,3,FB.49,4.035295,3.742947,0.000655,FB.49,0.006643
720575940608147413,26529.3,3.7694172104051e-05,57,0,400,0.1425,99096.4425,1.0091179610206493e-05,389,0,400,0.9725,NO.FB.111,0,NO.FB.111,2.09768,1.825637,0.0,NO.FB.111,0.000278
720575940608179268,26891.7475,3.718612931346317e-05,65,0,400,0.1625,4483.0475,0.0002230625484115,0,0,400,0.0,FB.678,0,FB.678,3.093396,3.782291,0.001122,FB.678,0.003489
720575940608185986,41880.2,2.38776319119775e-05,120,0,400,0.3,726.9225,0.0013756624674569,0,0,400,0.0,FB.839,3,FB.839,2.746553,4.484472,0.0,FB.839,0.000922
720575940608207317,29094.9875,3.43701814616693e-05,70,0,400,0.175,15800.78,6.328801489546718e-05,1,0,400,0.0025,FB.231,1,FB.231,3.018595,2.643821,6e-06,FB.231,0.003516
720575940608208835,33419.555,2.9922600704886704e-05,74,0,400,0.185,268.625,0.0037226617031177,0,0,400,0.0,FB.37,0,FB.37,3.15285,4.798183,0.016227,FB.37,0.012444
720575940608242756,28281.34,3.535900349841981e-05,64,0,400,0.16,13793.76,7.249654916425978e-05,0,0,400,0.0,FB.1054,1,FB.1054,2.788537,2.669414,0.0,FB.1054,0.000996
720575940608278620,23058.5775,4.336780965781606e-05,69,0,400,0.1725,289.0325,0.0034598185325179,0,0,400,0.0,FB.7,2,FB.7,3.397491,4.649129,0.052207,FB.7,0.013889
720575940608279747,32175.285,3.1079755781495024e-05,92,0,400,0.23,5650.435,0.0001769775247392,0,0,400,0.0,FB.571,1,FB.571,3.017158,3.551285,0.001282,FB.571,0.003195
720575940608312924,28342.895,3.5282210938579136e-05,95,0,400,0.2375,12197.73,8.19824672295583e-05,0,0,400,0.0,FB.457,3,FB.457,3.537178,3.801318,0.0,FB.457,0.002491
720575940608328387,36579.5575,2.733767350794224e-05,88,0,400,0.22,1205.8925,0.0008292613147523,0,0,400,0.0,FB.226,0,FB.226,3.407395,4.15822,0.000328,FB.226,0.002811
720575940608352451,26282.5675,3.8048033168753394e-05,80,0,400,0.2,46394.24,2.1554399856533915e-05,61,0,400,0.1525,FB.1043,4,FB.1043,3.078569,2.857638,0.0,FB.1043,0.001237
720575940608370866,40697.7525,2.45713814294782e-05,121,0,400,0.3025,884.2075,0.0011309562517847,0,0,400,0.0,FB.243,3,FB.243,3.245618,4.552169,0.000803,FB.243,0.005395
720575940608413705,42432.43,2.3566880331859386e-05,138,0,400,0.345,8840.9275,0.0001131103043204,0,0,400,0.0,FB.173,3,FB.173,3.672815,3.516769,0.0,FB.173,0.004132
720575940608434883,18253.875,5.47828885647568e-05,31,0,400,0.0775,49281.645,2.0291530447086337e-05,73,0,400,0.1825,FB.748,4,FB.748,2.659597,2.037471,0.001601,FB.748,0.004626
720575940608480836,29245.285,3.419354607075978e-05,79,0,400,0.1975,38930.565,2.568675794969839e-05,43,0,400,0.1075,FB.256,1,FB.256,3.695173,2.427938,0.013765,FB.256,0.005049
720575940608548619,46194.01,2.164782836562576e-05,162,0,400,0.405,1427.3075,0.000700619873433,0,0,400,0.0,FB.339,0,FB.339,3.114342,4.003392,0.000212,FB.339,0.00336
720575940608702475,27908.845,3.583093460155732e-05,69,0,400,0.1725,586.16,0.0017060188344479,0,0,400,0.0,FB.465,0,FB.465,3.253385,4.711988,8.5e-05,FB.465,0.002213
720575940608745006,48706.1525,2.0531287089449328e-05,159,0,400,0.3975,9122.605,0.0001096178120175,0,0,400,0.0,FB.796,4,FB.796,3.417149,3.130881,2.7e-05,FB.796,0.002059
720575940608783452,31396.8325,3.18503466870424e-05,89,0,400,0.2225,650.8675,0.0015364110206762,0,0,400,0.0,FB.47,0,FB.47,3.502743,4.374802,0.005581,FB.47,0.010724
720575940608839800,28133.985,3.5544200368344547e-05,86,0,400,0.215,1222.32,0.0008181163688723,0,0,400,0.0,FB.664,2,FB.664,2.909575,4.574098,0.017942,FB.664,0.003605
720575940608859694,20260.435,4.9357281815518765e-05,58,0,400,0.145,18218.4525,5.488940402594568e-05,1,0,400,0.0025,FB.1212,3,FB.1212,2.6792,2.93535,0.0,FB.1212,0.000833
720575940608982392,24404.1125,4.0976700136093865e-05,63,0,400,0.1575,30209.1675,3.310253418933176e-05,15,0,400,0.0375,FB.1087,4,FB.1087,3.186022,3.012575,0.000167,FB.1087,0.00144
720575940609019512,35505.76,2.8164444304248097e-05,110,0,400,0.275,99571.6025,1.0043024064014638e-05,398,0,400,0.995,NO.FB.58,3,NO.FB.58,2.681289,1.518624,2e-06,NO.FB.58,0.001648
720575940609079854,23503.72,4.254645647582595e-05,69,0,400,0.1725,16019.68,6.24232194400887e-05,0,0,400,0.0,SMP.FB.15,2,SMP.FB.15,3.15173,3.188329,0.0,SMP.FB.15,0.002846
720575940609116740,31949.3575,3.1299533957764254e-05,65,0,400,0.1625,74076.8125,1.3499500940324612e-05,213,0,400,0.5325,FB.1369,3,FB.1369,2.485522,3.447116,0.0,FB.1369,0.000344
720575940609175758,26798.375,3.73156954479516e-05,74,0,400,0.185,100000.0,1e-05,400,0,400,1.0,NO.202,4,NO.202,1.572832,0.828595,0.0,NO.202,0.000139
720575940609214072,36295.1925,2.7551858279853456e-05,119,0,400,0.2975,5193.795,0.0001925374413121,0,0,400,0.0,FB.818,2,FB.818,3.062514,3.966853,2e-05,FB.818,0.001544
720575940609261922,56124.0375,1.781767749691921e-05,176,0,400,0.44,4327.1225,0.0002311004599476,0,0,400,0.0,FB.696,0,FB.696,3.085276,3.986327,2e-05,FB.696,0.001324
720575940609370466,22134.4425,4.517845886563441e-05,56,0,400,0.14,18094.0775,5.526670259923448e-05,0,0,400,0.0,FB.948,1,FB.948,3.037332,2.807884,0.000901,FB.948,0.001198
720575940609375580,36205.73,2.761993750712939e-05,94,0,400,0.235,54.865,0.0182265560922263,0,0,400,0.0,FB.4,0,FB.4,3.514871,4.540874,0.054364,FB.4,0.023374
720575940609427246,25690.6025,3.892473911423447e-05,57,0,400,0.1425,1795.6725,0.0005568944225631,0,0,400,0.0,FB.34,1,FB.34,3.502864,3.171267,0.002502,FB.34,0.00889
720575940609439698,28236.0075,3.541577186505564e-05,63,0,400,0.1575,15796.5,6.330516253600481e-05,1,0,400,0.0025,FB.1118,1,FB.1118,2.569243,2.764667,0.0,FB.1118,0.000754
720575940609558136,28013.655,3.5696877112251155e-05,78,0,400,0.195,9685.275,0.000103249520535,0,0,400,0.0,FB.677,0,FB.677,3.170601,2.731874,0.000246,FB.677,0.003218
720575940609579470,26786.8475,3.733175395126284e-05,76,0,400,0.19,97723.215,1.0232983022509032e-05,383,0,400,0.9575,AOTU.FB.22,4,AOTU.FB.22,1.724316,2.051754,0.000987,AOTU.FB.22,0.001171
720575940609604875,33181.1675,3.013757728687515e-05,94,0,400,0.235,950.8025,0.0010517431327746,0,0,400,0.0,FB.MB_ML.10,3,FB.MB_ML.10,3.147152,4.316024,0.003326,FB.MB_ML.10,0.004871
720575940609648226,41265.285,2.423344464966133e-05,131,0,400,0.3275,84994.8275,1.1765421842876262e-05,277,0,400,0.6925,AOTU.FB.49,4,AOTU.FB.49,2.171371,2.302568,0.001024,AOTU.FB.49,0.002894
720575940609648942,17884.595,5.591404222460726e-05,45,0,400,0.1125,35928.9725,2.783269129113002e-05,30,0,400,0.075,FB.994,1,FB.994,3.505714,3.01545,0.000666,FB.994,0.00126
720575940609663442,18916.815,5.28630216027381e-05,49,0,400,0.1225,1235.9775,0.0008090762170023,0,0,400,0.0,FB.CRE.4,0,FB.CRE.4,0.760503,4.501733,0.000155,FB.CRE.4,0.002468
720575940609716430,40357.67,2.477843740731316e-05,115,0,400,0.2875,99436.6975,1.00566493572456e-05,393,0,400,0.9825,AOTU.BU.45,4,AOTU.BU.45,1.796468,1.218423,0.0,AOTU.BU.45,5.1e-05
