Id,avg_out_hitting_time,rw_out_closeness,out_truncated_runs,out_stuck_runs,out_total_runs,out_truncation_rate,avg_in_hitting_time,rw_in_closeness,in_truncated_runs,in_stuck_runs,in_total_runs,in_truncation_rate
72,784.1975,0.001275188967065057,0,0,2000,0.0,88.452,0.011305566861122418,0,0,2000,0.0
73,2317.741,0.00043145459307144325,13,0,2000,0.0065,449.308,0.0022256447692896634,0,0,2000,0.0
74,1203.434,0.0008309554159181144,1,0,2000,0.0005,101.143,0.009886991685039993,0,0,2000,0.0
75,7734.05,0.00012929836243623973,64,0,2000,0.032,217.7,0.004593477262287552,0,0,2000,0.0
76,296.7855,0.0033694368491722134,0,0,2000,0.0,472.132,0.0021180517312954852,0,0,2000,0.0
77,537.4435,0.0018606607020086763,0,0,2000,0.0,2483.8705,0.00040259747841121346,0,0,2000,0.0
78,3945.0195,0.0002534841716245002,9,0,2000,0.0045,16.698,0.05988741166606779,0,0,2000,0.0
79,697.7075,0.0014332653726669127,0,0,2000,0.0,137.072,0.007295435975253881,0,0,2000,0.0
80,1727.687,0.0005788085457608931,2,0,2000,0.001,124.6435,0.008022881257345951,0,0,2000,0.0
81,2545.305,0.0003928802245703364,0,0,2000,0.0,15218.3485,6.571015245182485e-05,4,0,2000,0.002
82,3634.247,0.00027516016385237436,14,0,2000,0.007,5240.913,0.00019080644918165977,0,0,2000,0.0
83,4966.2515,0.00020135911360912753,40,0,2000,0.02,85.105,0.011750190940602784,0,0,2000,0.0
84,827.931,0.0012078301211091262,0,0,2000,0.0,212.724,0.004700927022808899,0,0,2000,0.0
85,757.756,0.0013196860203020498,0,0,2000,0.0,489.4525,0.0020430991771418065,0,0,2000,0.0
87,7953.9435,0.00012572379977303082,74,0,2000,0.037,23103.028,4.3284369477455515e-05,26,0,2000,0.013
88,3522.3085,0.00028390471760210667,34,0,2000,0.017,219.7185,0.004551278112675992,0,0,2000,0.0
89,1775.0875,0.0005633525107917215,0,0,2000,0.0,925.353,0.001080668674549064,0,0,2000,0.0
90,1412.9445,0.0007077418822890779,0,0,2000,0.0,1787.856,0.0005593291629750942,0,0,2000,0.0
92,4068.306,0.0002458025527086704,2,0,2000,0.001,632.4965,0.0015810364168023065,0,0,2000,0.0
95,3694.956,0.00027063921735468566,31,0,2000,0.0155,17531.7095,5.703950319277193e-05,5,0,2000,0.0025
96,1021.33,0.0009791154670870336,0,0,2000,0.0,2277.0035,0.0004391736771594774,0,0,2000,0.0
97,4204.3635,0.0002378481308764097,60,0,2000,0.03,3061.5015,0.0003266371092746484,0,0,2000,0.0
98,2995.374,0.0003338481271453915,8,0,2000,0.004,13682.3895,7.308664908274977e-05,2,0,2000,0.001
100,4384.612,0.0002280703514929029,32,0,2000,0.016,304.799,0.003280850658958855,0,0,2000,0.0
101,6259.9775,0.00015974498310896486,45,0,2000,0.0225,72.501,0.013792913201197224,0,0,2000,0.0
102,1094.2505,0.0009138675285046704,0,0,2000,0.0,145.7245,0.006862264066783553,0,0,2000,0.0
103,1578.9065,0.0006333497265354218,0,0,2000,0.0,481.169,0.002078271875370192,0,0,2000,0.0
112,1867.143,0.0005355776177828908,0,0,2000,0.0,863.522,0.0011580480867887557,0,0,2000,0.0
113,3015.0015,0.0003316747935282951,2,0,2000,0.001,253.296,0.003947950224243573,0,0,2000,0.0
114,1663.6865,0.0006010747818173676,1,0,2000,0.0005,951.82,0.0010506188144817296,0,0,2000,0.0
115,574.3185,0.0017411941283451604,0,0,2000,0.0,323.827,0.0030880686292372164,0,0,2000,0.0
116,1915.547,0.0005220440949765263,2,0,2000,0.001,1150.231,0.0008693905832828363,0,0,2000,0.0
117,1070.3695,0.0009342568150531195,0,0,2000,0.0,1383.3615,0.000722876847447323,0,0,2000,0.0
118,4197.2735,0.00023824990198994655,23,0,2000,0.0115,724.0055,0.0013812049770340143,0,0,2000,0.0
119,3480.2845,0.0002873328315544318,27,0,2000,0.0135,13170.804,7.59255091792422e-05,0,0,2000,0.0
120,291.493,0.003430614114232589,0,0,2000,0.0,839.874,0.0011906547886944947,0,0,2000,0.0
121,7736.4835,0.00012925769181825307,68,0,2000,0.034,57807.2725,1.7298861488405287e-05,587,0,2000,0.2935
122,1437.92,0.0006954489818626905,0,0,2000,0.0,3256.945,0.00030703619496184306,0,0,2000,0.0
123,768.428,0.001301358097310353,0,0,2000,0.0,127.938,0.007816286013537807,0,0,2000,0.0
124,5012.2125,0.00019951269025405449,28,0,2000,0.014,97.443,0.010262409819073715,0,0,2000,0.0
125,1808.2915,0.0005530081847976391,1,0,2000,0.0005,260.7735,0.0038347454783557375,0,0,2000,0.0
126,4166.5445,0.00024000703700632501,22,0,2000,0.011,205.94,0.004855783237836263,0,0,2000,0.0
127,4134.548,0.0002418644069436369,12,0,2000,0.006,2685.0065,0.00037243857696433883,0,0,2000,0.0
128,4885.834,0.00020467334747762615,60,0,2000,0.03,691.9055,0.001445284074197994,0,0,2000,0.0
129,1554.777,0.0006431790539736566,2,0,2000,0.001,98.507,0.010151562833098154,0,0,2000,0.0
130,3662.5895,0.00027303087064493576,15,0,2000,0.0075,232.0575,0.004309276795621775,0,0,2000,0.0
