Id,avg_out_hitting_time,rw_out_closeness,out_truncated_runs,out_stuck_runs,out_total_runs,out_truncation_rate,avg_in_hitting_time,rw_in_closeness,in_truncated_runs,in_stuck_runs,in_total_runs,in_truncation_rate,Label,modularity_class,classic_name,normal_in_closeness,normal_out_closeness,normal_betweenness,rw_betweenness_name,rw_betweenness
12,1700.1305,0.0005881901418744,1,0,2000,0.0005,165.57,0.0060397414990638,0,0,2000,0.0,AIZR,0,12,0.257757,0.327273,0.021058,AIZR,0.04257
13,1768.1235,0.000565571352906,0,0,2000,0.0,6615.237,0.0001511661638124,0,0,2000,0.0,ALA,1,13,0.234273,0.228814,0.000988,ALA,0.010296
14,2428.675,0.0004117471460775,9,0,2000,0.0045,112.3015,0.0089046005618802,0,0,2000,0.0,ASEL,0,14,0.220859,0.341772,0.010766,ASEL,0.037329
15,1311.2355,0.0007626395105989,0,0,2000,0.0,75.8075,0.0131913069287339,0,0,2000,0.0,ASER,0,15,0.277635,0.315789,0.031954,ASER,0.069408
16,2125.06,0.000470574948472,0,0,2000,0.0,212.112,0.0047144904578713,0,0,2000,0.0,ASGL,0,16,0.218623,0.259615,0.000673,ASGL,0.01687
17,7267.2085,0.0001376044185329,75,0,2000,0.0375,290.3325,0.00344432676328,0,0,2000,0.0,ASGR,0,17,0.251748,0.271357,0.001824,ASGR,0.015352
18,4380.7635,0.0002282707112584,33,0,2000,0.0165,83.405,0.0119896888675738,0,0,2000,0.0,ASHL,1,18,0.233766,0.354098,0.038807,ASHL,0.053769
19,4978.427,0.0002008666592881,38,0,2000,0.019,172.505,0.0057969334222196,0,0,2000,0.0,ASHR,1,19,0.209709,0.332308,0.005126,ASHR,0.027262
20,653.588,0.0015300158509642,0,0,2000,0.0,66.7735,0.014976000958464,0,0,2000,0.0,ASIL,0,20,0.214286,0.333333,0.003979,ASIL,0.02993
22,4027.339,0.0002483029116744,14,0,2000,0.007,2481.594,0.0004029668027888,0,0,2000,0.0,ASJL,0,22,0.181513,0.198529,0.0,ASJL,0.0
24,2498.561,0.0004002303726024,0,0,2000,0.0,542.243,0.0018441916262635,0,0,2000,0.0,ASKL,0,24,0.221311,0.24714,0.020391,ASKL,0.043223
26,1251.5525,0.0007990076325204,0,0,2000,0.0,643.6245,0.0015537009545161,0,0,2000,0.0,AUAL,1,26,0.272727,0.270677,0.002787,AUAL,0.022859
27,2986.0145,0.0003348945559373,3,0,2000,0.0015,383.335,0.0026086843100682,0,0,2000,0.0,AUAR,0,27,0.259615,0.298343,0.001298,AUAR,0.018024
28,4484.6875,0.0002229809769354,21,0,2000,0.0105,49.8995,0.0200402809647391,0,0,2000,0.0,AVAL,1,28,0.423529,0.285714,0.032968,AVAL,0.060506
29,6091.344,0.0001641673824364,70,0,2000,0.035,791.4,0.0012635835228708,0,0,2000,0.0,AVAR,1,29,0.425197,0.225941,0.017344,AVAR,0.046398
30,5896.446,0.0001695936840598,41,0,2000,0.0205,5315.292,0.0001881364184695,0,0,2000,0.0,AVBL,1,30,0.363636,0.187175,0.022325,AVBL,0.053619
31,4206.126,0.000237748464977,58,0,2000,0.029,733.689,0.0013629753206058,0,0,2000,0.0,AVBR,1,31,0.391304,0.226415,0.025586,AVBR,0.060192
32,1247.039,0.0008018995396294,0,0,2000,0.0,860.863,0.0011616250204736,0,0,2000,0.0,AVDL,1,32,0.36,0.22547,0.003902,AVDL,0.026568
33,4859.487,0.0002057830384153,61,0,2000,0.0305,3578.101,0.0002794778571091,0,0,2000,0.0,AVDR,1,33,0.375,0.186528,0.006385,AVDR,0.031478
34,1565.829,0.0006386393405665,0,0,2000,0.0,803.129,0.0012451299853448,0,0,2000,0.0,AVEL,1,34,0.423529,0.223602,0.032508,AVEL,0.060759
35,2068.164,0.0004835206492328,0,0,2000,0.0,9650.6875,0.0001036195607825,0,0,2000,0.0,AVER,1,35,0.416988,0.185249,0.046687,AVER,0.075192
36,1327.628,0.0007532230413941,0,0,2000,0.0,75.453,0.0132532835009873,0,0,2000,0.0,AVHL,1,36,0.213018,0.334365,0.007584,AVHL,0.031554
37,2897.378,0.0003451396400469,1,0,2000,0.0005,67.3905,0.0148388867867132,0,0,2000,0.0,AVHR,1,37,0.234783,0.339623,0.005452,AVHR,0.026239
38,1376.804,0.0007263197957007,0,0,2000,0.0,113.992,0.0087725454417853,0,0,2000,0.0,AVJL,1,38,0.285714,0.27907,0.002857,AVJL,0.020076
39,9162.8185,0.0001091367246879,92,0,2000,0.046,87.4155,0.0114396188319005,0,0,2000,0.0,AVJR,1,39,0.258993,0.263415,0.003208,AVJR,0.024235
40,1580.665,0.0006326451208826,0,0,2000,0.0,78652.198,1.2714202850376794e-05,1210,0,2000,0.605,AVL,1,40,0.293478,0.156977,3.7e-05,AVL,0.004677
42,5114.8115,0.0001955106263446,66,0,2000,0.033,91.431,0.0109372094803731,0,0,2000,0.0,AWAR,0,42,0.234273,0.316716,0.010361,AWAR,0.039112
43,2525.3855,0.0003959791485299,1,0,2000,0.0005,75.3375,0.0132736021237763,0,0,2000,0.0,AWBL,0,43,0.234273,0.342857,0.003104,AWBL,0.018927
44,8425.5575,0.0001186865082814,82,0,2000,0.041,142.0875,0.0070379167766341,0,0,2000,0.0,AWBR,0,44,0.220859,0.328267,0.005606,AWBR,0.030515
45,1742.3645,0.0005739327218845,0,0,2000,0.0,151.252,0.0066114828233676,0,0,2000,0.0,AWCL,0,45,0.226891,0.325301,0.007976,AWCL,0.032293
46,5439.12,0.0001838532703819,62,0,2000,0.031,78.253,0.0127790627835354,0,0,2000,0.0,AWCR,0,46,0.242697,0.303371,0.002533,AWCR,0.027792
48,1106.357,0.0009038673773474,0,0,2000,0.0,496.394,0.0020145287815727,0,0,2000,0.0,BAGR,1,48,0.252927,0.272727,0.012428,BAGR,0.033921
49,5162.2385,0.0001937144128462,27,0,2000,0.0135,67.4245,0.014831404014861,0,0,2000,0.0,CEPDL,2,49,0.249423,0.305085,0.025365,CEPDL,0.047008
50,1006.0285,0.0009940076250324,0,0,2000,0.0,80.4735,0.0124264509434782,0,0,2000,0.0,CEPDR,4,50,0.266667,0.327273,0.021683,CEPDR,0.047173
51,1700.3895,0.0005881005499034,0,0,2000,0.0,26.294,0.038031490073781,0,0,2000,0.0,CEPVL,2,51,0.248276,0.371134,0.018006,CEPVL,0.036319
52,373.877,0.0026746764310187,0,0,2000,0.0,58.0125,0.0172376642964878,0,0,2000,0.0,CEPVR,4,52,0.314869,0.345048,0.019688,CEPVR,0.04409
53,1919.99,0.000520836046021,0,0,2000,0.0,5676.0345,0.000176179337881,0,0,2000,0.0,IL1DL,2,53,0.206501,0.206897,0.000666,IL1DL,0.014721
54,1146.827,0.0008719710993898,0,0,2000,0.0,40858.0975,2.447495260884333e-05,238,0,2000,0.119,IL1DR,4,54,0.26087,0.163389,0.000367,IL1DR,0.009753
55,4268.32,0.0002342842148667,61,0,2000,0.0305,1947.5955,0.0005134536406558,0,0,2000,0.0,IL1L,3,55,0.216433,0.231263,0.0065,IL1L,0.02708
56,6881.055,0.0001453265523963,62,0,2000,0.031,675.145,0.0014811633056602,0,0,2000,0.0,IL1R,4,56,0.308571,0.264706,0.013384,IL1R,0.039471
57,2652.177,0.0003770487414678,16,0,2000,0.008,91.7195,0.0109028069276435,0,0,2000,0.0,IL1VL,2,57,0.242697,0.271357,0.002392,IL1VL,0.021644
58,4157.8855,0.0002405068634044,35,0,2000,0.0175,197.673,0.0050588598341705,0,0,2000,0.0,IL1VR,4,58,0.258993,0.271357,0.001618,IL1VR,0.021584
62,7512.7475,0.0001331070956397,95,0,2000,0.0475,56.7205,0.0176303100290018,0,0,2000,0.0,IL2R,4,62,0.266667,0.357616,0.005225,IL2R,0.027342
63,1672.718,0.0005978294010108,1,0,2000,0.0005,65.038,0.0153756265567821,0,0,2000,0.0,IL2VL,2,63,0.214286,0.350649,0.006947,IL2VL,0.026998
64,6178.1325,0.0001618612096778,40,0,2000,0.02,81.1765,0.0123188361163637,0,0,2000,0.0,IL2VR,4,64,0.246014,0.348387,0.004149,IL2VR,0.022396
65,2844.9965,0.0003514942812759,2,0,2000,0.001,39.548,0.0252857287347021,0,0,2000,0.0,OLLL,3,65,0.257757,0.340694,0.011993,OLLL,0.039862
66,1612.3035,0.0006202306203515,1,0,2000,0.0005,51.663,0.0193562123763621,0,0,2000,0.0,OLLR,4,66,0.298343,0.330275,0.027479,OLLR,0.050313
67,3858.1,0.0002591949405147,13,0,2000,0.0065,5026.6095,0.0001989412545374,0,0,2000,0.0,OLQDL,2,67,0.264059,0.217304,0.00065,OLQDL,0.012912
68,711.0045,0.0014064608592491,0,0,2000,0.0,1287.9525,0.0007764261492562,0,0,2000,0.0,OLQDR,4,68,0.260241,0.236842,0.001324,OLQDR,0.014839
69,1379.9395,0.0007246694510882,0,0,2000,0.0,42.986,0.0232633880798399,0,0,2000,0.0,OLQVL,2,69,0.27204,0.349515,0.005361,OLQVL,0.024391
70,544.735,0.0018357550001376,0,0,2000,0.0,66.505,0.0150364634238027,0,0,2000,0.0,OLQVR,4,70,0.276923,0.341772,0.002675,OLQVR,0.02332
71,843.5015,0.0011855343470047,0,0,2000,0.0,297.6515,0.0033596336655451,0,0,2000,0.0,RIAL,3,71,0.425197,0.25,0.065967,RIAL,0.082237
72,784.1975,0.001275188967065,0,0,2000,0.0,88.452,0.0113055668611224,0,0,2000,0.0,RIAR,3,72,0.420233,0.299169,0.054327,RIAR,0.082761
73,2317.741,0.0004314545930714,13,0,2000,0.0065,449.308,0.0022256447692896,0,0,2000,0.0,RIBL,1,73,0.338558,0.27907,0.046047,RIBL,0.061944
74,1203.434,0.0008309554159181,1,0,2000,0.0005,101.143,0.0098869916850399,0,0,2000,0.0,RIBR,4,74,0.318584,0.343949,0.011636,RIBR,0.035975
75,7734.05,0.0001292983624362,64,0,2000,0.032,217.7,0.0045934772622875,0,0,2000,0.0,RICL,1,75,0.305085,0.300836,0.031277,RICL,0.056519
76,296.7855,0.0033694368491722,0,0,2000,0.0,472.132,0.0021180517312954,0,0,2000,0.0,RICR,4,76,0.310345,0.271357,0.02831,RICR,0.055282
77,537.4435,0.0018606607020086,0,0,2000,0.0,2483.8705,0.0004025974784112,0,0,2000,0.0,RID,0,77,0.159057,0.222222,0.00099,RID,0.009972
78,3945.0195,0.0002534841716245,9,0,2000,0.0045,16.698,0.0598874116660677,0,0,2000,0.0,RIH,2,78,0.298343,0.465517,0.077788,RIH,0.09097
79,697.7075,0.0014332653726669,0,0,2000,0.0,137.072,0.0072954359752538,0,0,2000,0.0,RIML,1,79,0.345048,0.302521,0.022335,RIML,0.04901
80,1727.687,0.0005788085457608,2,0,2000,0.001,124.6435,0.0080228812573459,0,0,2000,0.0,RIMR,1,80,0.346154,0.328267,0.023156,RIMR,0.054412
81,2545.305,0.0003928802245703,0,0,2000,0.0,15218.3485,6.571015245182485e-05,4,0,2000,0.002,RIPL,2,81,0.291892,0.1797,0.021372,RIPL,0.048562
82,3634.247,0.0002751601638523,14,0,2000,0.007,5240.913,0.0001908064491816,0,0,2000,0.0,RIPR,4,82,0.290323,0.193202,0.008911,RIPR,0.035483
83,4966.2515,0.0002013591136091,40,0,2000,0.02,85.105,0.0117501909406027,0,0,2000,0.0,RIR,1,83,0.248276,0.364865,0.021767,RIR,0.049966
84,827.931,0.0012078301211091,0,0,2000,0.0,212.724,0.0047009270228088,0,0,2000,0.0,RIVL,3,84,0.322388,0.268657,0.003716,RIVL,0.023185
85,757.756,0.001319686020302,0,0,2000,0.0,489.4525,0.0020430991771418,0,0,2000,0.0,RIVR,3,85,0.323353,0.264059,0.004746,RIVR,0.022969
87,7953.9435,0.000125723799773,74,0,2000,0.037,23103.028,4.3284369477455515e-05,26,0,2000,0.013,RMDDR,3,87,0.371134,0.188153,0.017735,RMDDR,0.043396
88,3522.3085,0.0002839047176021,34,0,2000,0.017,219.7185,0.0045512781126759,0,0,2000,0.0,RMDL,3,88,0.375,0.26601,0.017117,RMDL,0.042728
89,1775.0875,0.0005633525107917,0,0,2000,0.0,925.353,0.001080668674549,0,0,2000,0.0,RMDR,3,89,0.391304,0.238938,0.02589,RMDR,0.047315
90,1412.9445,0.000707741882289,0,0,2000,0.0,1787.856,0.000559329162975,0,0,2000,0.0,RMDVL,3,90,0.36,0.231263,0.015264,RMDVL,0.041051
92,4068.306,0.0002458025527086,2,0,2000,0.001,632.4965,0.0015810364168023,0,0,2000,0.0,RMED,4,92,0.255319,0.280519,0.014902,RMED,0.036786
95,3694.956,0.0002706392173546,31,0,2000,0.0155,17531.7095,5.703950319277193e-05,5,0,2000,0.0025,RMEV,2,95,0.308571,0.190141,0.015861,RMEV,0.04102
96,1021.33,0.000979115467087,0,0,2000,0.0,2277.0035,0.0004391736771594,0,0,2000,0.0,RMFL,3,96,0.276215,0.210938,0.000224,RMFL,0.007146
97,4204.3635,0.0002378481308764,60,0,2000,0.03,3061.5015,0.0003266371092746,0,0,2000,0.0,RMFR,1,97,0.281984,0.232258,0.001063,RMFR,0.015064
98,2995.374,0.0003338481271453,8,0,2000,0.004,13682.3895,7.308664908274977e-05,2,0,2000,0.001,RMHL,2,98,0.217304,0.194245,0.00075,RMHL,0.009497
100,4384.612,0.0002280703514929,32,0,2000,0.016,304.799,0.0032808506589588,0,0,2000,0.0,SAADL,1,100,0.300836,0.274809,0.003057,SAADL,0.015181
101,6259.9775,0.0001597449831089,45,0,2000,0.0225,72.501,0.0137929132011972,0,0,2000,0.0,SAADR,3,101,0.332308,0.293478,0.010298,SAADR,0.028971
102,1094.2505,0.0009138675285046,0,0,2000,0.0,145.7245,0.0068622640667835,0,0,2000,0.0,SAAVL,1,102,0.277635,0.313043,0.001915,SAAVL,0.014828
103,1578.9065,0.0006333497265354,0,0,2000,0.0,481.169,0.0020782718753701,0,0,2000,0.0,SAAVR,1,103,0.271357,0.26799,0.000537,SAAVR,0.011215
112,1867.143,0.0005355776177828,0,0,2000,0.0,863.522,0.0011580480867887,0,0,2000,0.0,SMBDL,1,112,0.277635,0.24714,0.013167,SMBDL,0.034751
113,3015.0015,0.0003316747935282,2,0,2000,0.001,253.296,0.0039479502242435,0,0,2000,0.0,SMBDR,4,113,0.290323,0.276923,0.011658,SMBDR,0.03396
114,1663.6865,0.0006010747818173,1,0,2000,0.0005,951.82,0.0010506188144817,0,0,2000,0.0,SMBVL,1,114,0.230277,0.22547,0.003573,SMBVL,0.018356
115,574.3185,0.0017411941283451,0,0,2000,0.0,323.827,0.0030880686292372,0,0,2000,0.0,SMBVR,0,115,0.273418,0.234783,0.004707,SMBVR,0.024809
116,1915.547,0.0005220440949765,2,0,2000,0.001,1150.231,0.0008693905832828,0,0,2000,0.0,SMDDL,3,116,0.425197,0.233766,0.017728,SMDDL,0.040229
117,1070.3695,0.0009342568150531,0,0,2000,0.0,1383.3615,0.0007228768474473,0,0,2000,0.0,SMDDR,3,117,0.388489,0.233261,0.013706,SMDDR,0.035711
118,4197.2735,0.0002382499019899,23,0,2000,0.0115,724.0055,0.001381204977034,0,0,2000,0.0,SMDVR,3,118,0.389892,0.240535,0.003343,SMDVR,0.023289
119,3480.2845,0.0002873328315544,27,0,2000,0.0135,13170.804,7.59255091792422e-05,0,0,2000,0.0,URADL,2,119,0.201869,0.181818,0.000483,URADL,0.011029
120,291.493,0.0034306141142325,0,0,2000,0.0,839.874,0.0011906547886944,0,0,2000,0.0,URADR,4,120,0.212181,0.231263,0.002144,URADR,0.01568
121,7736.4835,0.0001292576918182,68,0,2000,0.034,57807.2725,1.7298861488405287e-05,587,0,2000,0.2935,URAVL,2,121,0.209709,0.176183,0.00071,URAVL,0.010397
122,1437.92,0.0006954489818626,0,0,2000,0.0,3256.945,0.0003070361949618,0,0,2000,0.0,URAVR,4,122,0.246014,0.226415,0.002228,URAVR,0.020907
123,768.428,0.0013013580973103,0,0,2000,0.0,127.938,0.0078162860135378,0,0,2000,0.0,URBL,3,123,0.2,0.285714,0.00432,URBL,0.022482
124,5012.2125,0.000199512690254,28,0,2000,0.014,97.443,0.0102624098190737,0,0,2000,0.0,URBR,4,124,0.211765,0.320475,0.005634,URBR,0.025636
125,1808.2915,0.0005530081847976,1,0,2000,0.0005,260.7735,0.0038347454783557,0,0,2000,0.0,URXL,1,125,0.209302,0.277635,0.003577,URXL,0.021215
126,4166.5445,0.0002400070370063,22,0,2000,0.011,205.94,0.0048557832378362,0,0,2000,0.0,URXR,4,126,0.273418,0.309456,0.020133,URXR,0.045547
127,4134.548,0.0002418644069436,12,0,2000,0.006,2685.0065,0.0003724385769643,0,0,2000,0.0,URYDL,3,127,0.223602,0.236324,0.002044,URYDL,0.021378
128,4885.834,0.0002046733474776,60,0,2000,0.03,691.9055,0.0014452840741979,0,0,2000,0.0,URYDR,4,128,0.213439,0.274112,0.005529,URYDR,0.02123
129,1554.777,0.0006431790539736,2,0,2000,0.001,98.507,0.0101515628330981,0,0,2000,0.0,URYVL,2,129,0.195652,0.355263,0.004186,URYVL,0.019235
130,3662.5895,0.0002730308706449,15,0,2000,0.0075,232.0575,0.0043092767956217,0,0,2000,0.0,URYVR,3,130,0.230769,0.313043,0.00481,URYVR,0.02211
